entry_time,exit_time,entry,tp_price,sl_price,exit,result,exit_reason,duration,duration_minutes,pnl
2025-09-28 11:00:00,2025-09-28 14:15:00,109471.59899999999,109203.18,109544.68,109203.18,Win,TP,0 days 03:15:00,195.0,367.2897196261325
2025-09-28 16:30:00,2025-09-28 16:45:00,109457.12831999999,109135.56,109544.68,109544.68,Loss,SL,0 days 00:15:00,15.0,-100.0
2025-09-29 03:15:00,2025-09-29 04:45:00,112194.48030000001,111920.52,112269.07,111920.52,Win,TP,0 days 01:30:00,90.0,367.2897196261921
2025-09-29 09:15:00,2025-09-29 10:15:00,111783.62448,111507.99,111858.67,111507.99,Win,TP,0 days 01:00:00,60.0,367.289719626161
2025-09-29 10:45:00,2025-09-29 11:00:00,111744.24144,111500.55,111810.59,111810.59,Loss,SL,0 days 00:15:00,15.0,-100.0
2025-09-29 13:15:00,2025-09-29 14:00:00,112129.54384,111926.41,112184.85,111926.41,Win,TP,0 days 00:45:00,45.0,367.2897196261102
2025-09-29 15:15:00,2025-09-29 15:30:00,112115.67450000001,111861.6,112184.85,112184.85,Loss,SL,0 days 00:15:00,15.0,-100.0
2025-09-29 15:30:00,2025-09-29 16:00:00,112353.1644,111861.6,112487.0,111861.6,Win,TP,0 days 00:30:00,30.0,367.28971962614366
2025-09-29 16:30:00,2025-09-29 16:45:00,112349.38088,111843.92,112487.0,112487.0,Loss,SL,0 days 00:15:00,15.0,-100.0
2025-09-29 19:30:00,2025-09-29 19:45:00,113928.34044,113624.52,114011.06,113624.52,Win,TP,0 days 00:15:00,15.0,367.28971962617334
2025-09-29 20:30:00,2025-09-29 20:45:00,113881.12561999999,113403.89,114011.06,114011.06,Loss,SL,0 days 00:15:00,15.0,-100.0
2025-09-29 20:45:00,2025-09-29 22:45:00,113977.95296,113403.89,114134.25,114134.25,Loss,SL,0 days 02:00:00,120.0,-100.0
2025-09-29 23:30:00,2025-09-30 03:00:00,114243.19305999999,113788.72,114366.93,114366.93,Loss,SL,0 days 03:30:00,210.0,-100.0
2025-09-30 03:00:00,2025-09-30 03:30:00,114279.8213,113959.88,114366.93,114366.93,Loss,SL,0 days 00:30:00,30.0,-100.0
2025-09-30 03:30:00,2025-09-30 03:45:00,114284.96586,113983.92,114366.93,114366.93,Loss,SL,0 days 00:15:00,15.0,-100.0
2025-09-30 09:30:00,2025-09-30 10:30:00,113984.06158000001,113777.32,114040.35,113777.32,Win,TP,0 days 01:00:00,60.0,367.28971962619
2025-09-30 13:45:00,2025-09-30 14:45:00,112956.34132,112614.73,113049.35,113049.35,Loss,SL,0 days 01:00:00,60.0,-100.0
2025-09-30 16:00:00,2025-09-30 16:15:00,112995.9035,112799.6,113049.35,113049.35,Loss,SL,0 days 00:15:00,15.0,-100.0
2025-09-30 16:15:00,2025-09-30 16:30:00,112995.9035,112799.6,113049.35,113049.35,Loss,SL,0 days 00:15:00,15.0,-100.0
2025-09-30 17:45:00,2025-09-30 19:30:00,113423.2338,112839.0,113582.3,112839.0,Win,TP,0 days 01:45:00,105.0,367.2897196261668
2025-09-30 20:15:00,2025-09-30 20:30:00,113136.01012,112742.68,113243.1,113243.1,Loss,SL,0 days 00:15:00,15.0,-100.0
2025-09-30 22:45:00,2025-09-30 23:45:00,114146.24806,112742.68,114528.39,114528.39,Loss,SL,0 days 01:00:00,60.0,-100.0
2025-10-01 00:30:00,2025-10-01 11:15:00,114322.37494,112742.68,114752.47,114752.47,Loss,SL,0 days 10:45:00,645.0,-100.0
2025-10-01 11:15:00,2025-10-01 11:30:00,114585.97864,114169.21,114699.45,114699.45,Loss,SL,0 days 00:15:00,15.0,-100.0
2025-10-01 11:45:00,2025-10-01 14:30:00,116044.59814,114169.21,116555.2,116555.2,Loss,SL,0 days 02:45:00,165.0,-100.0
2025-10-01 14:30:00,2025-10-01 14:45:00,116441.53268,116155.13,116519.51,116519.51,Loss,SL,0 days 00:15:00,15.0,-100.0
2025-10-01 15:15:00,2025-10-01 17:00:00,116700.86551999999,116155.13,116849.45,116849.45,Loss,SL,0 days 01:45:00,105.0,-100.0
2025-10-01 17:15:00,2025-10-01 18:15:00,117167.94052,116317.63,117399.45,117399.45,Loss,SL,0 days 01:00:00,60.0,-100.0
2025-10-01 23:45:00,2025-10-02 01:00:00,117472.05054,117103.11,117572.5,117572.5,Loss,SL,0 days 01:15:00,75.0,-100.0
2025-10-02 01:00:00,2025-10-02 02:15:00,117840.60594,117103.11,118041.4,118041.4,Loss,SL,0 days 01:15:00,75.0,-100.0
2025-10-02 03:00:00,2025-10-02 16:30:00,118934.71008,117103.11,119433.39,119433.39,Loss,SL,0 days 13:30:00,810.0,-100.0
2025-10-02 18:15:00,2025-10-02 18:45:00,119472.99618,118467.6,119746.73,119746.73,Loss,SL,0 days 00:30:00,30.0,-100.0
2025-10-02 19:00:00,2025-10-02 21:45:00,119898.0021,118467.6,120287.45,120287.45,Loss,SL,0 days 02:45:00,165.0,-99.99999999999999
2025-10-02 21:45:00,2025-10-02 22:00:00,120079.60036,119316.19,120287.45,120287.45,Loss,SL,0 days 00:15:00,15.0,-100.0
2025-10-02 22:00:00,2025-10-03 11:15:00,120638.2027,119316.19,120998.14,119316.19,Win,TP,0 days 13:15:00,795.0,367.2897196261609
2025-10-03 11:30:00,2025-10-03 11:45:00,119863.14474,119215.41,120039.5,120039.5,Loss,SL,0 days 00:15:00,15.0,-100.0
2025-10-03 11:45:00,2025-10-03 12:00:00,119863.14474,119215.41,120039.5,120039.5,Loss,SL,0 days 00:15:00,15.0,-100.0
2025-10-03 14:45:00,2025-10-03 15:30:00,120370.02832,120099.55,120443.67,120099.55,Win,TP,0 days 00:45:00,45.0,367.2897196261579
2025-10-03 16:15:00,2025-10-03 16:30:00,120361.73582,120060.8,120443.67,120443.67,Loss,SL,0 days 00:15:00,15.0,-100.0
2025-10-03 16:30:00,2025-10-03 17:00:00,120545.03102,120060.8,120676.87,120060.8,Win,TP,0 days 00:30:00,30.0,367.2897196261609
